sentence,label,idx
"nên có những giáo trình hướng dẫn giải bài tập nhiều hơn vì trong trường dường như chỉ có 1 , 2 loại giáo trình bao gồm cả lý thuyết và bài tập chứ không có giáo trình hướng dẫn giải bài tập .",0,5987
nên đơn giản hóa với các phần không quan trọng .,0,5988
đưa slide bài giảng còn thiếu nội dung .,0,5989
giảng viên có việc bận cho nghỉ nhiều .,0,5990
nên hơi choáng do tự học quá nhiều .,0,5991
"môn nhập môn quản trị doanh nghiệp thầy wzjwz111 dạy thường xuyên nghỉ học , lại không có thông báo trước .",0,5992
nói hơi nhanh .,0,5993
giải bài tập về nhà .,1,5994
bài tập cô đảm bảo đủ và bám theo nội dung lý thuyết !,2,5995
giảng dạy hết mình .,2,5996
"sự tận tâm , nhiệt tình , đảm bảo thời gian và kiến thức cho sinh viên .",2,5997
"thầy dạy hay , cho bài tập rất nhiều .",2,5998
giảng dạy chi tiết .,2,5999
dạy rất có tâm .,2,6000
cần cung cấp tài liệu đầy đủ và chính xác hơn .,0,6001
"thầy còn giảng bài hơi nhỏ , sinh viên tụi em lắng nghe không rõ .",0,6002
biết ứng dụng kiến thức đã học vào thực tiễn tạo hứng thú cho sinh viên .,2,6003
"giảng viên khá nhiệt tình và tận tâm , bài giảng dễ hiểu .",2,6004
"thầy nói có phần khó hiểu , ít làm bài tập .",0,6005
hấp dẫn .,2,6006
"tận tình , kiến thức dễ hiểu .",2,6007
thầy cho chép nhiều quá .,0,6008
không có tâm dạy .,0,6009
"thầy truyền đạt tốt , giảng bài dễ hiểu .",2,6010
đến hôm tiếp theo thì thầy lại nạp cho bọn em nhiều kiến thức mới dẫn đến khó hiểu hơn .,0,6011
"có thể cho nhiều bài kiểm tra mỗi phần để biết được tình trạng học tập , hiểu bài của sinh viên .",0,6012
hài lòng tất cả .,2,6013
tăng thêm giờ học ngoại khoá .,0,6014
"giảng dạy hầu như không hướng dẫn tận tình , cho bài tập khá bất hợp lý .",0,6015
cần tăng thêm nhiều tiết thực hành .,0,6016
nhưng trên hết tụi em vẫn biết đó là ý tốt của thầy .,2,6017
mong các thầy cô hãy đưa bài này đến thầy wzjwz54 !,0,6018
em nghĩ có nhiều hoạt động giao tiếp bắng tiếng anh thì sẽ hay hơn rất nhiều .,0,6019
"dạy dễ hiểu , kể chuyện vui .",2,6020
cách đánh giá bài tập lớn cuối kỳ cũng không được khách quan .,0,6021
thầy còn cho ít bài tập .,0,6022
giảng viên sửa ít bài tập .,0,6023
thầy rất nhiệt tình và giải đáp tất cả thắc mắc của sinh viên .,2,6024
thầy rất nhiệt tình giảng dạy và tạo môi trường hỗ trợ sinh viên học tập tốt nhất có thể .,2,6025
"bài tập tại lớp còn hơi ít , hướng dẫn hơi nhanh !",0,6026
nên cung cấp thêm tài liệu và bài tập cho sinh viên .,0,6027
nội dung còn khá khó để tiếp thu .,0,6028
"mong cô thay đổi cách dạy cho hiệu quả hơn , để sinh viên yêu thương cô nhiều hơn .",0,6029
giáo viên tuyệt vời .,2,6030
english is good .,2,6031
"nhiệt tình , khả năng truyền đạt tốt .",2,6032
cách dạy môn này của giảng viên vô tình càng làm phân loại sinh viên ( giỏi càng giỏi hơn còn yếu rồi thì có muốn học cũng khó mà học được nên càng ngày càng yếu ) .,0,6033
cô dạy rất vui !,2,6034
không thể nào đầu tư vô mỗi một môn java này .,0,6035
"buổi góp ý đánh giá trước khi hoàn chỉnh đồ án thầy xem sơ sài , không chỉ ra chỗ sai lớn nhất đến bài chính thức thì thầy chấm kỹ .",0,6036
"hầu hết các bài đều rất khó hiểu vì cô đã lượt bỏ mất phần giải cho các bài ví dụ trên slide , nên rất khó theo dõi và nắm bắt .",0,6037
luôn nhiệt tình và tận tâm .,2,6038
"cô không thể cả năm không gặp mặt sinh viên , lúc đầu em còn nghĩ tiết thực hành này được miễn nghỉ rồi 3 tuần cuối , mỗi tuần 1 đồ án giao cho sinh viên .",0,6039
"thầy hay dạy quá giờ , 3h15 kết thúc nhưng hơn 3h30 mới cho về .",0,6040
giáo viên nên có code mẫu cho sinh viên .,0,6041
thời khóa biểu linh hoạt phù hợp cho sinh viên đang đi thực tập .,2,6042
thầy dạy khá kỹ .,2,6043
hay lên lớp muộn .,0,6044
hình thức điểm danh .,0,6045
thầy dạy rất nhiệt tình và luôn tạo được cảm hứng và sự yêu thích cho sinh viên đối với môn học cũng như cách học .,2,6046
"tận tình , gần gũi .",2,6047
"thầy dạy hơi nhanh , đa số sinh viên không theo kịp .",0,6048
"chấm điểm thiếu công bằng , thực hành tại máy trường mà chấm bài cài đặt phần mềm trên laptop .",0,6049
"tôi và các bạn khác cùng bước vào , khi đó thầy yêu cầu đồng loạt mở hết code lên chạy demo để thầy chấm , và không may thay thầy đã tìm ra 2 bạn có source code y chang nhau , thầy bắt đầu tra hỏi lý thuyết về đề tài 'xxx' đối với 2 bạn đó .",1,6050
"thầy dạy hay , rất tốt , tận tâm .",2,6051
"giảng viên nhiệt tình , truyền đạt dễ hiểu .",2,6052
những thông tin mới nhất liên quan đến ngành luôn đến với chúng em qua những tiết giảng dạy của thầy .,2,6053
"giảng viên dạy hay , mang tính thực tế .",2,6054
giáo viên hướng dẫn kỹ càng .,2,6055
"dễ tiếp thu , thân thiện , nhiệt tình .",2,6056
giảm bớt thời gian phần speaking bắt kịp tốc độ giảng dạy .,0,6057
quá trình giảng dạy còn hơi nhanh .,0,6058
giảng bài hơi nhanh .,0,6059
thường xuyên nghỉ mà không báo trước để sinh viên biết .,0,6060
môn học cung cấp nhiều kiến thức bổ ích .,2,6061
"bài tập ngập mặt , deadline vào giờ khó đỡ .",0,6062
"tạo ra được những trò chơi và cách tiếp cận môn học mới mẻ , hiệu quả , giảng viên nhiệt tình , tận tâm với người học .",2,6063
"cảm ơn thầy , thầy rất tuyệt vời , mong thầy tiếp tục giữ lửa cho khóa sau .",2,6064
"giảng dạy kỹ kiến thức cơ bản , cho ví dụ và bài tập từ dễ đến khó , hướng dẫn sinh viên giải bài tập .",2,6065
thầy cho làm nhiều bài tập để hiểu rõ hơn .,2,6066
hay trả lời thắc mắc của sinh viên .,2,6067
các hoạt động giảng dạy trên lớp của cô khá phong phú và hay .,2,6068
giảng viên wzjwz229 không dạy mà chỉ có thầy wzjwz230 thôi nên không biết nhận xét .,0,6069
"cô dạy quá nhanh , sinh viên chưa kịp hiểu cho ví dụ ít , bài tập ít , làm bài tập lướt nhanh khi sinh viên chưa hiểu kịp cô phát âm không chuẩn .",0,6070
hoạt động giảng dạy của giáo viên đưa ra quá cao so với trình độ học của lớp .,0,6071
cô dạy quá tuyệt vời không còn điều gi để nói .,2,6072
thầy cho nhiều ví dụ gần với thực tế hơn .,2,6073
bài giảng khô khan .,0,6074
thầy rất tận tình với sinh viên .,2,6075
đôi khi bị lố giờ giảng .,0,6076
"dễ hiểu , trình bày bài tập rõ ràng .",2,6077
thầy rất nhiệt tình và tận tâm với sinh viên .,2,6078
phải trả lời những câu hỏi của sinh viên một cách nhanh nhất .,0,6079
"thầy dạy rất hay , em cám ơn thầy .",2,6080
"giáo viên vui tính , tốt bụng .",2,6081
"giảng viên không quan tâm cách thực hiện , chỉ quan tâm tới kết quả làm được , không biết kết quả đó thực hiện thế nào .",0,6082
"thầy rất tâm huyết trong việc truyền đạt kinh nghiệm , luôn nhắc nhở sinh viên ý thức về việc học của mình .",2,6083
thầy rất nhiệt tình với sinh viên !,2,6084
cách giảng của cô hơi buồn ngủ .,0,6085
đôi lúc giảng viên nói nhỏ nên em không nghe được .,0,6086
bài giảng hơi nhanh .,2,6087
"môn này chẳng khác gì mấy môn học xàm xàm học cho qua , chẳng thu được kiến thức gì .",0,6088
ít hoạt náo dễ gây buồn ngủ .,0,6089
"trang thiết bị cần được hỗ trợ tốt hơn , chất lượng máy chiếu không được như ý , khá mờ làm chất lượng thuyết trình và việc giảng dạy không được tốt .",0,6090
giữa sinh viên và giảng viên chưa có sự trao đổi gắn kết .,0,6091
sử dụng khá nhiều thời gian trên lớp để nói về những điều khá căn bản .,0,6092
"tận tâm , vui vẻ hòa đồng .",2,6093
hay gợi những thực tế vào bài học .,2,6094
môn học trang bị kiến thức tổng quát về các ngành học .,2,6095
"đi trễ , dạy chậm .",0,6096
nhiều tiết tự học do sinh viên tự thuyết trình .,1,6097
chịu khó giảng lại nhiều lần .,2,6098
thay đổi hệ thống âm thanh phòng học .,0,6099
"tận tâm , nhiệt tình .",2,6100
"phòng học thực hành quá bé , bụi và bẩn , hệ thống máy tính không sử dụng được .",0,6101
lớp học khá chật so với số lượng sinh viên .,0,6102
khả năng truyền đạt chưa thực sự xuất sắc .,1,6103
"giảng viên giảng dạy nhiệt tình , đóng góp ý kiến thẳng thắng , không tạo áp lực , chấm điểm chuẩn xác .",2,6104
"thầy dạy tận tâm , nhiệt tình , vui tính .",2,6105
"thầy giảng rất nhiệt tình , dễ hiểu , nội dung slide bài giảng chi tiết , dễ hiểu .",2,6106
em có góp ý nhỏ là trong giờ dạy lý thuyết thì những chỗ trọng tâm và thiết thực của môn học thì thầy nên nhấn mạnh và giảng giải nhiều hơn để chúng em chú ý hơn những chỗ đó ạ .,0,6107
nghiêm túc .,1,6108
"giảng hay , ra bài tập hay .",2,6109
quan tâm nhiều đến sinh viên .,2,6110
"điều em không hài lòng nhất là cô cho nghỉ quá nhiều , đến gần cuối kỳ cô mới dạy và học bù để chạy bài .",0,6111
giảng viên hài hước .,2,6112
"nội dung ôn tập thi giữa kỳ và cuối kỳ nên đa dạng hơn , có thêm các câu hỏi lý thuyết suy luận thay vì chỉ là 10% bài tập có thể khiến nhiều sinh viên không hiểu rõ nội dung môn học mà chỉ biết làm bài tập .",0,6113
mỗi buổi thực hành giảng viên chỉ đưa sinh viên một file bài tập rồi bắt sinh viên làm nhưng không có hướng dẫn và đưa ra yêu cầu cụ thể .,0,6114
giảng viên hướng dẫn tận tình chu đáo .,2,6115
nên tổ chức thi hình thức trăc nghiệm .,0,6116
cách giảng dạy không tạo được hứng thú cho sinh viên khi học .,0,6117
cần ra các bài thực hành sát với thực tế môn học hơn .,0,6118
"tận tình , quan tâm đến sinh viên .",2,6119
slide của thầy đưa cho sinh viên có nhiều chỗ sai .,0,6120
"giảng viên nên thường xuyên lên lớp , và không để trường hợp thay thế giảng viên khác .",0,6121
thầy dạy hay nắm được kiến thức .,2,6122
"cô nhiệt tình , thoải mái , giải đáp thắc mắc của sinh viên khá nhanh .",2,6123
tăng thời gian thực hành .,0,6124
"cô chỉ cho bài tập về nhà kêu làm và nộp , không giải thích gì thêm .",0,6125
đôi khi hơi nhàm chán .,0,6126
"lớp có 3 thầy nhưng không biết thầy wzjwz282 , 3 thầy đó là doubledot wzjwz283 , wzjwz284 , wzjwz285 .",1,6127
"đa phần là tự học là chính , có thể là do chương trình đại học quốc gia .",0,6128
cô dạy rất nhiệt tình và tâm huyết .,2,6129
"thầy hay cho deadline hằng tuần , đảm bảo kiến thức cho sinh viên .",2,6130
không nêu rõ ví dụ chi tiết cho các bài tập .,0,6131
"phòng học còn thiếu chất lượng , trời nóng nên bố trí thêm quạt cho dãy hai bên phòng .",0,6132
em hiện chưa biết mặt thầy luôn ạ .,0,6133
sinh viên có cảm giác thầy giảng như cho có .,0,6134
hoàn thiện giáo trình thực hành .,1,6135
slide còn khó hiểu .,0,6136
nắm bắt được những điều khái quát ban đầu về môn học của mình .,2,6137
"rất nhiều vấn đề khó hiểu nhưng thầy không dạy một cách tường tận khiến sinh viên rơi vào "" hố đen "" .",0,6138
giảng viên dạy rất tốt theo nhiều mặt .,2,6139
"cô dạy hay , truyền đạt cũng tốt .",2,6140
"giảng viên dạy hay , hướng dẫn rõ ràng .",2,6141
"giảng viên sử dụng giờ hợp lý , giảng dạy dễ hiểu .",2,6142
"vì đôi khi một đề lâp trình nào đó có thể người này đã làm qua rồi , người khác thì chưa hề đọc qua kiến thức ấy trong khi thời gian làm bài chỉ có 60 phút .",0,6143
"nên bỏ kiểm tra code trên giấy , thay vào đó code bằng máy tính sẽ dễ sửa lỗi và điều chỉnh hơn .",0,6144
giáo viên rất tận tình trong quá trình giảng dạy .,2,6145
giáo viên dạy nhiệt tình hiệu quả .,2,6146
phòng lab còn chưa đáp ứng tốt .,0,6147
"giọng nói hơi khó nghe , ngoài ra không có gì không hài lòng .",0,6148
sáng tạo .,2,6149
các bài tập thực hành áp dụng được kiến thức đã học trên lớp .,2,6150
"giảng viên nhiệt tình , tài liệu đầy đủ , đảm bảo gờ lên lớp .",2,6151
thầy dạy rất dễ hiểu và hài hước .,2,6152
cần mở câu lạc bộ anh văn .,0,6153
"không quy định rõ ràng quy định khi cho sinh viên làm đồ án , còn một tháng cuối mới gửi mail thông báo làm sinh viên thay đổi không kịp .",0,6154
"giảng viên nhiệt tình , giảng dạy kỹ càng , chi tiết , bám sát chương trình .",2,6155
"cần có thêm giáo trình , tài liệu để sinh viên dễ tìm hiểu hơn .",0,6156
thầy wzjwz171 tích cực cho và chủ động giải những ví dụ rất nhiều và dễ hiểu .,2,6157
đôi lúc cô dạy hơi khó hiểu .,0,6158
"dạy đầy đủ chương trình , tích cực kiểm tra học sinh .",2,6159
đôi khi quá nghiêm túc .,0,6160
"giảng viên tận tình chỉ dạy , truyền đạt tốt .",2,6161
"nhưng số buổi gặp cô ít quá , mong phòng đào tạo sắp xếp số buổi được gặp nhiều hơn .",0,6162
"tiết thực hành nên tập trung vào đồ án , những cái chưa làm được .",0,6163
"thầy dạy rất nhiệt tình , nội dung dạy truyền đạt đầy đủ và chi tiết .",2,6164
"em thích cách dạy của cô , kết hợp thuyết trình và cuối tiết đánh giá góp ý cho sinh viên , giúp phát triển kỹ năng nói cho sinh viên .",2,6165
phòng lab rất nhỏ và ít thiết bị nên chất lượng học tập môn học không đảm bảo .,0,6166
thầy đến lớp muộn 15 phút .,0,6167
nên chuyển qua phòng học khác không có máy tính và nhỏ hơn .,0,6168
"thầy giáo vui tính , nhiệt huyết giảng dạy dễ hiểu .",2,6169
tạo nhiều cơ hội cho sinh viên trau dồi kiến thức cũng như cải thiện điểm số .,2,6170
"khi lớp có các bạn vắng quá nhiều , thầy gọi lớp trưởng để nhác nhở các bạn trong lớp đi học .",2,6171
"kiến thức trải dài , không tập trung .",0,6172
để dành thời gian lên lớn đến giảng bài cho sinh viên hiểu và giải đáp thắc mắc cho sinh viên không phải em mà rất nhiều người khác cũng phàn nàn về cách dạy của thầy .,0,6173
tâm huyết và nhiệt tình với sinh viên .,2,6174
"thầy dạy dễ hiểu , tận tình với sinh viên .",2,6175
"giảng viên tận tâm , nhiệt tình , bài giảng khá kỹ .",2,6176
giảng viên không sử dụng hiệu quả thời gian trên lớp mỗi buổi học .,0,6177
đôi lúc không tiếp thu được .,0,6178
"thầy dạy rất nhiệt tình và thầy rất năng động , luôn giải đáp các khúc mắc của sinh viên và nhất là khúc mắc về đồ án .",2,6179
"có một điều rất bất cập là tiến độ của thực hành đi trước lý thuyết rất nhiều , thực hành đã qua từ rất lâu trong quá trình thực hành thì việc tìm hiều thông tin , tiếp thu rất khó khăn , một thời gian sau , gần hết học kỳ thì lý thuyết mới dạy tới phần đó .",0,6180
làm khó sinh viên .,0,6181
"thưa , thầy dạy rất dễ hiểu và luôn áp dụng bài học trên những dòng code thực tế và chạy trước lớp .",2,6182
"dạy nhiệt tình , dễ hiểu .",2,6183
trình độ chuyên môn đáng ngại .,0,6184
"ngoài các cuộc thi về game thì trường nên tổ chức những cuộc thi viết phần mềm hay sáng tạo ý tưởng phần mềm theo một hướng nào đó để học sinh vừa có thể học tập vừa có thể thi đua nhiều hơn , tạo sự năng động trong sinh viên .",0,6185
truyền đạt dễ hiểu chi tiết .,2,6186
cần nghiêm khắc hơn trong quá trình học .,0,6187
"cô rất nhiệt tình , dạy chi tiết , chuẩn bị bài hay nội dung trên courses cẩn thận .",2,6188
ví dụ minh họa chưa thật sự gây hứng thú trong học tập .,0,6189
"không đảm bảo tính khách quan , công bằng trong quá trình giảng dạy sinh viên giữa các khoa , luôn thiên vị khoa wzjwz156 .",0,6190
cô nên quan tâm tới sinh viên hơn nữa .,0,6191
không thấy được ứng dụng thực tế .,0,6192
sắp xếp thời gian học phù hợp hơn cho cả sinh viên và giảng viên .,0,6193
thầy wzjwz227 dạy rất hay và cực kỳ dễ hiểu .,2,6194
có đôi lúc cô giảng nhưng em không hiểu .,0,6195
có liên hệ môn học với thực tế .,2,6196
không hài lòng cho lắm .,0,6197
"bài tập về nhà quá nhiều , làm cho sinh viên không có nhiều thời gian để làm đồ án và học môn khác .",0,6198
giảng viên giảng dạy cụ thể đưa ra ví dụ minh họa giúp sinh viên dễ tiếp thu bài .,2,6199
"không thông báo cho sinh viên , sinh viên nhiều lần lên trường rồi lại về dot mất thời gian !",0,6200
"giảng viên nhiệt tình , đến lớp đúng giờ .",2,6201
"cô vui vẻ , nhiệt tình .",2,6202
theo em lý thuyết quan trọng nhưng cơ bản là sau khi học xong sinh viên có thể làm được gì mới là điều quan trọng nên em có đề xuất là tăng tỷ lệ điểm về phần thực hành lên mức tối đa có thể để đánh giá được kết quả học tập của sinh viên .,0,6203
"giảng viên cần đưa ra những ví dụ thực tiễn minh họa cho bài học , không nên giảng quá nhiều về lý thuyết trừu tượng , nên sửa bài tập để sinh viên có thể sửa những lỗi của mình trong khi làm bài bài tập .",0,6204
cho nghỉ nhiều hoặc lên lớp không có ai dạy .,0,6205
thầy giảng bài dễ hiểu nhiệt tình !,2,6206
không đánh giá đúng thực lực của sinh viên .,0,6207
"ít giảng bài cho sinh viên , sinh viên thắc mắc không được giải đáp cặn kẽ , rất mơ hồ .",0,6208
"cô chỉ dẫn nhiệt tình , giải đáp thắc mắc kịp thời .",2,6209
"cái gì không biết thì phải tự mày mò tìm kiếm , không thể cứ trông đợi lời giải đáp từ giảng viên .",2,6210
nên cập nhật thêm nhiều chuẩn web mới như progressive web app hay amp có tác động tốt đến seo .,0,6211
điều chỉnh máy lạnh phù hợp với thời tiết .,0,6212
giáo viên có thể cung cấp slide bài giảng trước cho sinh viên để sinh viên nghiên cứu trước mỗi buổi học .,0,6213
"thầy dạy hay , dễ hiểu , ví dụ minh họa thực tiễn .",2,6214
"chưa được cung cấp hay giới thiệu về tài liệu tham khảo , thời gian chép bài trên bảng còn tốn hơi nhiều thời gian .",0,6215
được thực hành trên thiết bị thực .,2,6216
cần tăng cường ôn tập để kiểm tra như doubledot đưa ra một số đề kiểm tra tham khảo cho sinh viên .,0,6217
"về bài tập , không bao giờ dạy tính toán gì cả , mà về nhà thì bài tập , deadline , rồi bài làm 15 phút trên lớp , đủ kiểu kiểm tra .",0,6218
"giản viên không có tương tác với sinh viên , đọc slide xong rồi về .",0,6219
"thầy dạy rất hay , nhiệt tình .",2,6220
"thầy dạy nhiệt tình , tâm huyết .",2,6221
giảng viên giảng dạy hiệu quả bằng tiếng anh .,2,6222
"nhiệt tình , tận tâm và tuyệt vời .",2,6223
"em cảm ơn thầy colonlove à còn cái thầy vui tính ghê , cười đùa nói chuyện thân thiện .",2,6224
thầy có giải thích phần thực hành trước khi cho sinh viên làm .,2,6225
để dễ dàng vận dụng kiến thức trên lớp .,0,6226
"truyền đạt tốt , nhiệt tình , thân thiện với sinh viên .",2,6227
em rất thích những tiết sửa bài tập của cô .,2,6228
"thầy tận tâm , dạy dễ hiểu .",2,6229
giảng viên cho bài tập để làm .,1,6230
"giảng viên vui vẻ , nhiệt tình , kỹ năng truyền đạt tốt .",2,6231
độ tập trung và cách làm việc của thầy rất nghiêm túc quy cũ .,0,6232
"thầy dạy dễ hiểu , vui tính , nhiệt tình , gần gũi với học sinh .",2,6233
không có ý kiến chất lượng môn học vừa đủ cho mọi sinh viên .,1,6234
giọng nói của cô hơi khó nghe nhưng dần dần quen rồi thì mọi việc điều tốt .,1,6235
có thêm nhiều phong trào liên quan tới tiếng anh hơn nữa .,0,6236
"vui tính , tận tình .",2,6237
"cô giảng dạy tận tình , không khí học tập vui vẻ .",2,6238
cần nâng cao chất lượng dạy .,0,6239
kiến thức cao .,0,6240
tăng cường ôn tập để kiểm tra như doubledot cho sinh viên làm thử các đề kiểm tra .,0,6241
"nếu có thể nhà trường ngoài việc lên kế hoạch thành lập một câu lạc bộ tiếng anh , cũng nên tạo điều kiện cho sinh viên tìm hiểu ngoại ngữ khác như tiếng nhật , tiếng trung .",0,6242
"cười duyên , rất tốt với học sinh .",2,6243
"bên cạnh đó còn có rèn kỹ năng viết , kỹ năng hoạt động nhóm và tương tác trực tiếp rất hiệu quả .",2,6244
mong kỳ sau thầy vẫn dạy một số môn khác .,2,6245
có những câu chuyện thực tế về môn học giúp buổi học đỡ căng thẳng cũng như có cách nhìn trực quan hơn .,2,6246
không có gì phàn nàn về giảng viên .,1,6247
phòng máy có quá nhiều máy không sử dụng được .,0,6248
thầy dạy quá tốt .,2,6249
nên cập nhật những phương pháp dạy phản xạ để tạo hướng thú cho sinh viên .,0,6250
"tích cực trong giảng dạy , vui vẻ .",2,6251
tránh trường hợp lý thuyết chưa học mà làm bài thực hành .,0,6252
"dạy không tận tình , dạy cho có cho đầy đủ trách nhiệm .",0,6253
cần có đề cương môn học rõ ràng .,0,6254
"dành thời gian cho kỹ năng nói trong giờ học càng nhiều càng tốt , thời gian dành cho việc này em thấy chưa đủ .",0,6255
cô giảng dạy rất nhiệt tình !,2,6256
"cô dạy nhanh lắm , chúng em không theo kịp .",0,6257
cần viết riêng một cuốn sách về hướng dẫn thực hành oop .,0,6258
sử dụng thời gian một cách hợp lý .,2,6259
thầy thường xuyên đặt ra các câu hỏi trên lớp giúp sinh viên dễ tiếp thu bài .,2,6260
"giáo viên nhiệt tình , giảng dạy tốt giúp truyền đạt kiến thức tới sinh viên .",2,6261
"giảng viên thân thiện , nhiệt tình trong giảng dạy như hướng dẫn thực hành hay giải đáp thắc mắc của sinh viên .",2,6262
giảng viên nên đi dạy thường xuyên hơn .,0,6263
"cung cấp đầy đủ kiến thức , giúp sinh viên định hướng tốt .",2,6264
cố dạy rất tốt .,2,6265
"mỗi lúc hết tiết sớm , thầy thường giảng cho các sinh viên những kiến thức môn bên ngoài như lập trình giúp sinh viên giải đáp một số thắc mắc hoặc một số bài tập nâng cao .",2,6266
coi thi quá khó .,0,6267
"thời gian học tập thoải mái , thầy rất hiểu tâm lý sinh viên .",2,6268
bài tập đầy đủ lý thuyết dễ hiểu .,2,6269
thầy đi đúng giờ .,2,6270
thời gian bù môn học thường bị trùng với những tiết khác nên em thường phải bị vắng tiết .,0,6271
em rất thích học cô nhưng đáng tiếc là không còn được học cô nhiều nữa .,2,6272
tạo ra các hoạt động giúp tụi em chủ động tìm hiểu kiến thức và ghi nhớ bài học sâu hơn .,2,6273
"cô cho nghỉ khá nhiều , dù có học bù nhưng như vậy khá là mất thời gian của sinh viên .",0,6274
cần sửa chữa các linh kiện phòng máy wzjwz23 vì một số chuột đã hư .,0,6275
ít trả lời mail hỏi bài tập thực hành của sinh viên .,0,6276
cung cấp kiến thức đầy đủ .,2,6277
"giảng dạy nhiệt tình , hiệu quả .",2,6278
hỗ trợ thêm tài liệu cho sinh viên .,0,6279
âm thanh phòng học wzjwz238 còn quá nhỏ nên khiến thầy thường nói không micro .,0,6280
"thầy dạy rất tận tâm , kiến thức chuyên môn cực tốt .",2,6281
có thông báo về lịch thi nói trên web môn học .,2,6282
chỉ dẫn tận tình từng bạn .,2,6283
đôi lúc giảng bài hơi bị nhanh .,0,6284
"đề cương cần được đổi mới , phân rõ phần trọng tâm môn học và phần đọc thêm mở rộng .",0,6285
"cần sử dụng giờ lên lớp có hiệu quả , ít nghe điện thoại , ít nghỉ dạy hơn .",0,6286
giảng viên chú trọng vào nội dung chính của môn học và nhiệt tình .,2,6287
giáo viên nghỉ dạy .,0,6288
cần cho ví dụ nhiều hơn .,0,6289
"nhiệt tình , đề cương đầy đủ .",2,6290
lúc thầy giảng chung cả lớp rất khó để các bạn dưới lớp nghe được giọng thầy .,0,6291
không có ý kiến !,1,6292
theo em thì không thể trách thầy wzjwz120 mà lỗi là do daa đưa lịch học thực hành quá chậm trễ .,0,6293
"nhiệt tình , sử dụng hiệu quả giờ lên lớp .",2,6294
mong thầy dành nhiều thời gian hơn trong việc ôn sửa các dạng bài tập có trong các kỳ thi .,0,6295
"cô giảng rất hay , thâm thúy , giúp cho sinh viên dễ dàng hiểu bài .",2,6296
ngoài ra còn cung cấp thêm một số kiến thức mới mà không có trong chương trình dạy .,2,6297
chỉ cho sinh viên biết nhiều điều cốt lõi trong môn học mà ít ai biết .,2,6298
"thời gian các buổi học , thông báo nghỉ chưa chính xác .",0,6299
thầy dạy nhiệt tình và thân thiện với sinh viên .,2,6300
không có gì ạ .,1,6301
giảng hay và rất vui .,2,6302
"giáo án ngắn gọn , dễ hiểu , dạy học nhiệt tình .",2,6303
"thầy giảng dạy nhiệt tình dễ hiểu , sửa bài tập kỹ .",2,6304
môn học vẫn còn là một môn với nhiều lý thuyết trong slide .,0,6305
mong nhà trường tạo điều kiện cho sinh viên chúng em được nghiên cứu nhiều hơn là phải làm theo .,0,6306
"cần tăng số buổi thực hành cũng như trang bị thêm trang thiết bị như mua thêm nhiều switch , router , hub , bridge , trong phòng ngồi học mà ít bụi và nòng đi thì tốt hơn , vdotv .",0,6307
cần có thêm bài tập về nhà và sửa một vài bài tập đó trên lớp để việc tiếp thu bài được sâu hơn và hiệu quả hơn .,0,6308
thầy đưa deadline trễ và không rõ ràng .,0,6309
phòng máy vẫn còn nhiều thiếu sót .,0,6310
"lý do doubledot sinh viên mới bắt đầu tiếp cận môn học chưa hiểu rõ các từ chuyên nghành nên không hiểu nội dung bài giảng , dù giảng viên giải thích bằng tiếng việt .",0,6311
quá nhiều kiến thức phải học .,0,6312
"giảng viên dạy dễ hiểu , dễ tiếp thu .",2,6313
giảng viên không dạy sinh viên .,0,6314
không quan tâm đến sinh viên .,0,6315
cách truyền đạt của giảng viên không được thu hút sinh viên lắm ạ .,0,6316
"em đã nán lại thêm nhưng thầy đi qua đi lại bảo 2 , 3 lần nên em đã về .",0,6317
có nhiều chỗ hơi khó hiểu trong khi thầy dạy nhưng thầy không giải thích nhiều .,0,6318
"bài giảng thu hút , dễ hiểu .",2,6319
giọng của thầy không được hay lắm .,1,6320
giảng viến quan tâm nhiều đến sinh viên .,2,6321
"giảng viên tận tụy , giảng dạy dễ hiểu có vận dụng các bài học vào thực tiễn , giúp sinh viên nắm rõ ràng và đầy đủ kiến thức .",2,6322
"giảng viên giảng dạy nhiệt tình , chi tiết , slide bài giảng và bài tập đầy đủ .",2,6323
chúc cô thành công !,2,6324
giảng bài khá nhanh .,0,6325
nghe kể chuyện hay nhiều trong khi học .,2,6326
"dạy dễ hiểu , nhiệt tình , vui tính .",2,6327
bài tập thầy cho khá hay và dễ hiểu bài .,2,6328
"theo ý kiến chủ quan của em , việc giảng dạy hoàn toàn bằng tiếng anh cho lớp chất lượng cao là rất thiết thực , nhưng với trình độ tiếng anh hiện nay của lớp thì hiệu quả học tập của lớp vẫn còn kém .",0,6329
"đôi khi dạy hơi chán , không thu hút được chú ý của học sinh .",0,6330
ra đề thi giữa kỳ không bám sát vào bài tập đã làm trên lớp .,0,6331
"giảng viên nên cho bài tập về nhà có nhưng chưa hợp lý , giảng viên nên giành chút thời gian sưu tầm bài tập từ dễ nhất đến khó nhất mỗi chương khoảng 30 bài nhất là các bài có thể thi .",0,6332
thầy cần tương tác nhiều với sinh viên .,0,6333
thầy nên chú trọng đến truyền đạt cho sinh viên nhiều hơn .,0,6334
"tuy nhiên , bài giảng của thầy chưa được bài bản lắm , có phần hơi tùy hứng .",0,6335
"cô rất dễ thương , hiền nữa .",2,6336
"thầy vui vẻ , dạy dễ hiểu .",2,6337
